article_id,product_code,prod_name,product_type_name,product_group_name,graphical_appearance_name,colour_group_name,perceived_colour_value_name,perceived_colour_master_name,department_name,index_group_name,section_no,section_name,detail_desc,price_mxn,image_url
690625006,690625,Bosse 5-pack,Socks,Socks & Tights,All over pattern,Off White,Dusty Light,White,Baby Socks,Baby/Children,44,Baby Essentials & Complements,Fine-knit socks in a soft cotton blend.,589,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690625006.jpg
690625007,690625,Bosse 5-pack,Socks,Socks & Tights,All over pattern,Dark Blue,Dark,Blue,Baby Socks,Baby/Children,44,Baby Essentials & Complements,Fine-knit socks in a soft cotton blend.,1051,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690625007.jpg
690625008,690625,Bosse 5-pack,Socks,Socks & Tights,All over pattern,Light Yellow,Dusty Light,Yellow,Baby Socks,Baby/Children,44,Baby Essentials & Complements,Fine-knit socks in a soft cotton blend.,887,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690625008.jpg
690627001,690627,Kivik Linen Popover,Shirt,Garment Upper body,Stripe,Light Blue,Light,Blue,Blouse,Ladieswear,6,Womens Casual,"Wide shirt in a linen and cotton blend with a collar, V-neck and yoke with a pleat at the back. Dropped shoulders, long sleeves with buttoned cuffs, and a rounded hem.",1006,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690627001.jpg
690627002,690627,Kivik Linen Popover,Shirt,Garment Upper body,Solid,White,Light,White,Blouse,Ladieswear,6,Womens Casual,"Wide shirt in a linen and cotton blend with a collar, V-neck and yoke with a pleat at the back. Dropped shoulders, long sleeves with buttoned cuffs, and a rounded hem.",1319,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690627002.jpg
690627004,690627,Kivik Linen Popover,Shirt,Garment Upper body,Stripe,Light Pink,Light,Pink,Blouse,Ladieswear,6,Womens Casual,"Wide shirt in a linen and cotton blend with a collar, V-neck and yoke with a pleat at the back. Dropped shoulders, long sleeves with buttoned cuffs, and a rounded hem.",1075,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690627004.jpg
690633001,690633,Ally Blazer Dress,Blazer,Garment Upper body,Solid,Black,Dark,Black,Suit jacket,Ladieswear,15,Womens Everyday Collection,"Short, fitted, double-breasted dress in woven fabric with a deep V-neck and satin lapels. Long sleeves, flap welt front pockets, covered buttons at the front and a concealed safety button at the hem. Lined.",1187,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690633001.jpg
690644001,690644,Pluto OTS,Blouse,Garment Upper body,Solid,White,Light,White,Blouse,Ladieswear,6,Womens Casual,"Off-the-shoulder blouse in a cotton weave with elasticated smocking and a short frill trim at the top, 3/4-length raglan sleeves with a slit and ties at the cuffs, and a rounded hem.",518,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690644001.jpg
690644002,690644,Pluto OTS,Blouse,Garment Upper body,Stripe,Light Blue,Light,Blue,Blouse,Ladieswear,6,Womens Casual,"Off-the-shoulder blouse in a cotton weave with elasticated smocking and a short frill trim at the top, 3/4-length raglan sleeves with a slit and ties at the cuffs, and a rounded hem.",397,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690644002.jpg
690644003,690644,Pluto OTS,Blouse,Garment Upper body,Stripe,Blue,Light,Blue,Blouse,Ladieswear,6,Womens Casual,"Off-the-shoulder blouse in a cotton weave with elasticated smocking and a short frill trim at the top, 3/4-length raglan sleeves with a slit and ties at the cuffs, and a rounded hem.",684,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690644003.jpg
690644004,690644,Pluto OTS,Blouse,Garment Upper body,Stripe,Light Pink,Light,Pink,Blouse,Ladieswear,6,Womens Casual,"Off-the-shoulder blouse in a cotton weave with elasticated smocking and a short frill trim at the top, 3/4-length raglan sleeves with a slit and ties at the cuffs, and a rounded hem.",864,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690644004.jpg
690683001,690683,Tilda,Blazer,Garment Upper body,Solid,Black,Dark,Black,Suit jacket,Ladieswear,15,Womens Everyday Collection,"Fitted jacket in woven fabric with notch lapels, decorative, covered buttons at the cuffs and a tie belt. Lined.",1036,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690683001.jpg
690690001,690690,Venice LOW SG,Sneakers,Shoes,All over pattern,White,Light,White,Kids Girl Shoes,Baby/Children,42,Kids & Baby Shoes,Trainers in patterned canvas with an elastic gore at the front. Canvas linings and insoles and thermoplastic rubber (TPR) soles.,1403,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690690001.jpg
690690002,690690,Venice LOW SG,Sneakers,Shoes,Solid,Dark Blue,Dark,Blue,Kids Girl Shoes,Baby/Children,42,Kids & Baby Shoes,Trainers in patterned canvas with an elastic gore at the front. Canvas linings and insoles and thermoplastic rubber (TPR) soles.,783,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690690002.jpg
690690003,690690,Venice LOW SG,Sneakers,Shoes,All over pattern,Light Pink,Dusty Light,Pink,Kids Girl Shoes,Baby/Children,42,Kids & Baby Shoes,Trainers in patterned canvas with an elastic gore at the front. Canvas linings and insoles and thermoplastic rubber (TPR) soles.,432,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690690003.jpg
690691001,690691,Roxy Fancy HT SG,Sneakers,Shoes,Sequin,Light Orange,Dusty Light,Orange,Kids Girl Shoes,Baby/Children,42,Kids & Baby Shoes,"Glittery hi-tops in imitation leather with a lightly padded edge and tongue, hook and loop tab at the top, elasticated lacing at the front and a loop at the back. Mesh linings and insoles and TPR (thermoplastic rubber) soles.",1117,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690691001.jpg
690691002,690691,Roxy Fancy HT SG,Sneakers,Shoes,Glittering/Metallic,Light Pink,Dusty Light,Pink,Kids Girl Shoes,Baby/Children,42,Kids & Baby Shoes,"Glittery hi-tops in imitation leather with a lightly padded edge and tongue, hook and loop tab at the top, elasticated lacing at the front and a loop at the back. Mesh linings and insoles and TPR (thermoplastic rubber) soles.",1221,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690691002.jpg
690692002,690692,Jassie HT SG,Sneakers,Shoes,Glittering/Metallic,Dark Blue,Dark,Blue,Kids Girl Shoes,Baby/Children,42,Kids & Baby Shoes,"Imitation leather hi-tops with elasticated lacing at the front, loop at the back and a hook and loop tab at the top. Mesh linings and insoles and thermoplastic rubber (TPR) soles.",834,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690692002.jpg
690692003,690692,Jassie HT SG,Sneakers,Shoes,Placement print,White,Light,White,Kids Girl Shoes,Baby/Children,42,Kids & Baby Shoes,"Imitation leather hi-tops with elasticated lacing at the front, loop at the back and a hook and loop tab at the top. Mesh linings and insoles and thermoplastic rubber (TPR) soles.",1392,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690692003.jpg
690707003,690707,Edwin pile hood,Hoodie,Garment Upper body,Colour blocking,Dark Blue,Dark,Blue,Jersey Fancy,Menswear,21,Contemporary Casual,"Jacket in sweatshirt fabric with a pile-lined, drawstring hood, zip down the front, side pockets and ribbing at the cuffs and hem. Pile lining.",1177,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690707003.jpg
690707004,690707,Edwin pile hood,Hoodie,Garment Upper body,Colour blocking,Black,Dark,Black,Jersey Fancy,Menswear,21,Contemporary Casual,"Jacket in sweatshirt fabric with a pile-lined, drawstring hood, zip down the front, side pockets and ribbing at the cuffs and hem. Pile lining.",1375,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690707004.jpg
690707005,690707,Edwin pile hood,Hoodie,Garment Upper body,Solid,Black,Dark,Black,Jersey Fancy,Menswear,21,Contemporary Casual,"Jacket in sweatshirt fabric with a pile-lined, drawstring hood, zip down the front, side pockets and ribbing at the cuffs and hem. Pile lining.",842,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690707005.jpg
690713007,690713,Palace strap dress,Dress,Garment Full body,Solid,Black,Dark,Black,Dress,Ladieswear,6,Womens Casual,"Knee-length dress in a crinkled weave with narrow shoulder straps and a narrow, detachable tie belt at the waist. Unlined.",1117,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690713007.jpg
690713008,690713,Palace strap dress,Dress,Garment Full body,All over pattern,Dark Blue,Dark,Blue,Dress,Ladieswear,6,Womens Casual,"Knee-length dress in a crinkled weave with narrow shoulder straps and a narrow, detachable tie belt at the waist. Unlined.",1407,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690713008.jpg
690713010,690713,Palace strap dress,Dress,Garment Full body,All over pattern,Greenish Khaki,Medium Dusty,Khaki green,Dress,Ladieswear,6,Womens Casual,"Knee-length dress in a crinkled weave with narrow shoulder straps and a narrow, detachable tie belt at the waist. Unlined.",731,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690713010.jpg
690713011,690713,Palace strap dress,Dress,Garment Full body,All over pattern,Dark Yellow,Dark,Yellow,Dress,Ladieswear,6,Womens Casual,"Knee-length dress in a crinkled weave with narrow shoulder straps and a narrow, detachable tie belt at the waist. Unlined.",1178,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690713011.jpg
690714004,690714,Brest shirt dress,Dress,Garment Full body,Stripe,Greenish Khaki,Medium Dusty,Khaki green,Dress,Ladieswear,6,Womens Casual,"Short dress in a patterned viscose weave with a V-neck, covered buttons at the top, a yoke at the back and short cap sleeves. Elasticated drawstring seam at the waist and a gently rounded hem with short slits in the sides. Slightly longer at the back. Unlined.",1453,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690714004.jpg
690725002,690725,RAMONA RAIN JKT,Jacket,Garment Upper body,Solid,Light Beige,Dusty Light,White,Young Girl Outdoor,Baby/Children,45,Kids Outerwear,"Rain jacket in wind- and water-repellent functional fabric with closed seams and a detachable, pile-lined hood. Zip down the front with a chin guard, flap front pockets with a press-stud and elastication at the cuffs. Rounded and slightly longer at the back. Pile lining.",1312,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690725002.jpg
690730001,690730,SOL SOFTSHELL,Jacket,Garment Upper body,All over pattern,Black,Dark,Black,Young Girl Outdoor,Baby/Children,45,Kids Outerwear,"Softshell jacket in windproof, water-repellent functional fabric with reflective details. Detachable hood, zip down the front, fleece-lined front pockets and inner ribbing with thumbholes at the cuffs. Brushed fleece inside. The jacket has a water-repellent coating without fluorocarbons.",1378,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690730001.jpg
690730002,690730,SOL SOFTSHELL,Jacket,Garment Upper body,Melange,Grey,Dusty Light,Grey,Young Girl Outdoor,Baby/Children,45,Kids Outerwear,"Softshell jacket in windproof, water-repellent functional fabric with reflective details. Detachable hood, zip down the front, fleece-lined front pockets and inner ribbing with thumbholes at the cuffs. Brushed fleece inside. The jacket has a water-repellent coating without fluorocarbons.",1121,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690730002.jpg
690732001,690732,VERONICA,Jacket,Garment Upper body,All over pattern,Black,Dark,Black,Young Girl Outdoor,Baby/Children,45,Kids Outerwear,"Lightly padded, quilted jacket in woven fabric with a sheen. Detachable, lined hood with a narrow elasticated edge, zip down the front, zipped side pockets and narrow elastication at the cuffs. Lined.",593,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690732001.jpg
690734001,690734,Ofelia bag,Bag,Accessories,Solid,Black,Dark,Black,Bags,Divided,52,Divided Accessories,"Shopper in imitation suede with an imitation leather lower section. Handles and a magnetic fastener at the top, a detachable, adjustable shoulder strap and a zipped outer compartment. Lined. Size approx. 36x39 cm.",783,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690734001.jpg
690734002,690734,Ofelia bag,Bag,Accessories,Solid,Dark Orange,Medium Dusty,Brown,Bags,Divided,52,Divided Accessories,"Shopper in imitation suede with an imitation leather lower section. Handles and a magnetic fastener at the top, a detachable, adjustable shoulder strap and a zipped outer compartment. Lined. Size approx. 36x39 cm.",1106,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690734002.jpg
690734003,690734,Ofelia bag,Bag,Accessories,Solid,Dark Grey,Dark,Grey,Bags,Divided,52,Divided Accessories,"Shopper in imitation suede with an imitation leather lower section. Handles and a magnetic fastener at the top, a detachable, adjustable shoulder strap and a zipped outer compartment. Lined. Size approx. 36x39 cm.",1469,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690734003.jpg
690756001,690756,Santorini Padded Swimsuit,Swimsuit,Swimwear,All over pattern,Light Blue,Light,Blue,Swimwear,Ladieswear,60,"Womens Swimwear, beachwear","Fully lined swimsuit with a flounce at the top that continues over one shoulder, and padded cups with removable inserts.",1443,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690756001.jpg
690779001,690779,Ellen softbra 2p,Bra,Underwear,Solid,Dark Grey,Medium Dusty,Grey,Casual Lingerie,Ladieswear,61,Womens Lingerie,"Soft, non-wired bras in cotton jersey with lined, triangular cups that give the bust a natural shape and provide light support. Adjustable shoulder straps, concealed elastication at the hem and a hook-and-eye fastening at the back.",956,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690779001.jpg
690782001,690782,Bee dress,Dress,Garment Full body,Solid,Off White,Dusty Light,White,Blouse & Dress,Ladieswear,18,Womens Trend,"Calf-length dress in a cupro and viscose weave with a collar, concealed buttons at the top, long sleeves with buttoned cuffs and a seam with a wide flounce at the hem. Unlined.",829,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690782001.jpg
690783003,690783,Pin Blouse,Blouse,Garment Upper body,Embroidery,White,Light,White,Blouse & Dress,Ladieswear,18,Womens Trend,"Blouse in a cotton weave with embroidered sections. Small frilled collar, pin-tucks and concealed buttons down the front, and long, wide sleeves with buttoned cuffs.",1265,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690783003.jpg
690783004,690783,Pin Blouse,Blouse,Garment Upper body,Embroidery,Dark Blue,Dark,Turquoise,Blouse & Dress,Ladieswear,18,Womens Trend,"Blouse in a cotton weave with embroidered sections. Small frilled collar, pin-tucks and concealed buttons down the front, and long, wide sleeves with buttoned cuffs.",1371,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690783004.jpg
690783006,690783,Pin Blouse,Blouse,Garment Upper body,Embroidery,Black,Dark,Black,Blouse & Dress,Ladieswear,18,Womens Trend,"Blouse in a cotton weave with embroidered sections. Small frilled collar, pin-tucks and concealed buttons down the front, and long, wide sleeves with buttoned cuffs.",1040,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690783006.jpg
690784003,690784,Ingalls Blouse,Blouse,Garment Upper body,All over pattern,White,Light,White,Blouse & Dress,Ladieswear,18,Womens Trend,"Blouse in a patterned cotton weave with braided trims, a collar, buttons down the front and a yoke front and back. Long puff sleeves with wide, buttoned cuffs. Rounded hem.",383,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690784003.jpg
690789003,690789,Pond blouse,Blouse,Garment Upper body,Embroidery,Dark Blue,Medium Dusty,Blue,Blouse & Dress,Ladieswear,18,Womens Trend,"Blouse in a cotton weave with embroidered sections and a small stand-up collar. Gathered yoke front and back, concealed buttons down the front and long puff sleeves with wide, buttoned cuffs.",1104,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690789003.jpg
690789004,690789,Pond blouse,Blouse,Garment Upper body,Embroidery,White,Dusty Light,White,Blouse & Dress,Ladieswear,18,Womens Trend,"Blouse in a cotton weave with embroidered sections and a small stand-up collar. Gathered yoke front and back, concealed buttons down the front and long puff sleeves with wide, buttoned cuffs.",1043,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690789004.jpg
690800001,690800,Ragnar hood,Hoodie,Garment Upper body,Solid,Black,Dark,Black,Men Sport Bottoms,Sport,22,Men H&M Sport,"Running jacket in fast-drying, breathable functional fabric with reflective details. Hood, zip down the front, long sleeves with ribbing and thumbholes at the cuffs and a chest pocket with a taped zip. Rounded hem. Slightly longer at the back. Unlined.",1282,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690800001.jpg
690800002,690800,Ragnar hood,Hoodie,Garment Upper body,Solid,Dark Blue,Dark,Turquoise,Men Sport Bottoms,Sport,22,Men H&M Sport,"Running jacket in fast-drying, breathable functional fabric with reflective details. Hood, zip down the front, long sleeves with ribbing and thumbholes at the cuffs and a chest pocket with a taped zip. Rounded hem. Slightly longer at the back. Unlined.",1144,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690800002.jpg
690800003,690800,Ragnar hood,Hoodie,Garment Upper body,Melange,Grey,Medium Dusty,Grey,Men Sport Bottoms,Sport,22,Men H&M Sport,"Running jacket in fast-drying, breathable functional fabric with reflective details. Hood, zip down the front, long sleeves with ribbing and thumbholes at the cuffs and a chest pocket with a taped zip. Rounded hem. Slightly longer at the back. Unlined.",1204,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690800003.jpg
690800005,690800,Ragnar hood,Hoodie,Garment Upper body,Melange,Dark Red,Dark,Red,Men Sport Bottoms,Sport,22,Men H&M Sport,"Running jacket in fast-drying, breathable functional fabric with reflective details. Hood, zip down the front, long sleeves with ribbing and thumbholes at the cuffs and a chest pocket with a taped zip. Rounded hem. Slightly longer at the back. Unlined.",1489,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690800005.jpg
690803001,690803,Beau Natural Straw basket,Bag,Accessories,Solid,Light Orange,Dusty Light,Orange,Bags,Ladieswear,65,Womens Big accessories,Sturdy bag in braided straw with two imitation leather handles at the top. Lined with a sewn-in drawstring bag in a cotton weave. Size 17x28x35 cm.,835,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690803001.jpg
690814001,690814,Lander perforated shopper,Bag,Accessories,Solid,Yellow,Medium,Yellow,Bags,Ladieswear,65,Womens Big accessories,"Shopper in sturdy, perforated imitation leather with round handles and a detachable, adjustable shoulder strap. Lined with a removable twill inner bag with a drawstring closure. The lining bag can be used separately. Size 14x25x32 cm.",980,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690814001.jpg
690815001,690815,COLLAB Natalie Leté Robert SB,Sneakers,Shoes,Placement print,Black,Dark,Black,Kids Boy Shoes,Baby/Children,42,Kids & Baby Shoes,"NATHALIE LÉTÉ x H&M. Slip-on trainers in cotton canvas with a print motif, elastic gores in the sides and a loop at the back. Patterned canvas linings and insoles and rubber soles.",639,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690815001.jpg
690820001,690820,ROMY REVERSABLE,Jacket,Garment Upper body,All over pattern,Light Pink,Light,Pink,Kids Girl Outdoor,Baby/Children,45,Kids Outerwear,"Reversible, padded jacket in woven fabric with a sheen. Detachable, lined hood with a narrow elasticated edge, zip down the front, zipped side pockets and narrow elastication at the cuffs. Lined.",410,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690820001.jpg
690820003,690820,ROMY REVERSABLE,Jacket,Garment Upper body,All over pattern,Dark Blue,Dark,Blue,Kids Girl Outdoor,Baby/Children,45,Kids Outerwear,"Reversible, padded jacket in woven fabric with a sheen. Detachable, lined hood with a narrow elasticated edge, zip down the front, zipped side pockets and narrow elastication at the cuffs. Lined.",860,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690820003.jpg
690820004,690820,ROMY REVERSABLE,Jacket,Garment Upper body,All over pattern,Pink,Medium,Pink,Kids Girl Outdoor,Baby/Children,45,Kids Outerwear,"Reversible, padded jacket in woven fabric with a sheen. Detachable, lined hood with a narrow elasticated edge, zip down the front, zipped side pockets and narrow elastication at the cuffs. Lined.",1212,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690820004.jpg
690822001,690822,ANT PANTS,Outdoor trousers,Garment Lower body,Solid,Dark Pink,Bright,Pink,Kids Girl Outdoor,Baby/Children,45,Kids Outerwear,"Shell trousers in wind- and waterproof, breathable functional fabric with closed seams. Adjustable elasticated waist, a reflective strip on one leg and a reinforced elastic strap under the feet. Lined. The trousers have a water-repellent coating without fluorocarbons.",714,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690822001.jpg
690822002,690822,ANT PANTS,Outdoor trousers,Garment Lower body,Solid,Dark Blue,Dark,Blue,Kids Girl Outdoor,Baby/Children,45,Kids Outerwear,"Shell trousers in wind- and waterproof, breathable functional fabric with closed seams. Adjustable elasticated waist, a reflective strip on one leg and a reinforced elastic strap under the feet. Lined. The trousers have a water-repellent coating without fluorocarbons.",968,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690822002.jpg
690842001,690842,Flirty Flower Claw,Hair clip,Accessories,Solid,Dark Pink,Medium,Pink,Hair Accessories,Ladieswear,66,Womens Small accessories,Plastic hair clip. Width 7.5 cm.,839,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690842001.jpg
690843001,690843,Flirty Bow Claw,Hair clip,Accessories,Solid,Light Pink,Dusty Light,Pink,Hair Accessories,Ladieswear,66,Womens Small accessories,Plastic hair clip. Width 9.5 cm.,717,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690843001.jpg
690886001,690886,Kenneth Runner BB,Sneakers,Shoes,Chambray,Dark Blue,Dark,Blue,Young Boy Shoes,Baby/Children,42,Kids & Baby Shoes,"Trainers in mesh with imitation leather details, a lightly padded top edge, elasticated lacing at the front and a loop at the back. Mesh linings and insoles and thermoplastic rubber (TPR) soles.",690,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690886001.jpg
690886002,690886,Kenneth Runner BB,Sneakers,Shoes,Solid,Black,Dark,Black,Young Boy Shoes,Baby/Children,42,Kids & Baby Shoes,"Trainers in mesh with imitation leather details, a lightly padded top edge, elasticated lacing at the front and a loop at the back. Mesh linings and insoles and thermoplastic rubber (TPR) soles.",1379,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690886002.jpg
